dataset	line	retained_pass	best_pass	required_id	diagnostic_id	source_nodes	ordinary_nodes	after_p7e_nodes	retained_nodes	best_nodes	source_hash	ordinary_hash	after_p7e_hash	retained_hash	best_hash	required_pair_hash	diagnostic_pair_hash	source	ordinary	after_p7e	retained_candidate	best_candidate
loki_tiny.csv	4917	p7e	p9l_base	required_p7e_loki_tiny_csv_4917	diagnostic_p9l_base_loki_tiny_csv_4917	96	63	5	5	3	2029cd4582cbd778	c4b20b9cf1330761	3d54a8dc81ba06e8	3d54a8dc81ba06e8	536a9b6c358c7562	ebceb3aa19876485	1f3bc1082aac5e3a	v0 ^ (v0 ^ ((-0x1) * ((-0x1) * v0 + (-0x1) * v1) | (-0x1) * ((-0x1) * v0 + (-0x1) * v1 | ~ ((-0x1) * ((-0x1) * v0 + (-0x1) * v1) & ~ ((-0x1) * v0 + (-0x1) * v1 & (-0x1) * ((-0x1) * v0 + (-0x1) * v1))) ^ ((-0x1) * ((-0x1) * v0 + (-0x1) * v1) & ~ ((-0x1) * v0 + (-0x1) * v1 & (-0x1) * ((-0x1) * v0 + (-0x1) * v1)) ^ ~ (((-0x1) * ((-0x1) * v0 + (-0x1) * v1) & ~ ((-0x1) * v0 + (-0x1) * v1 & (-0x1) * ((-0x1) * v0 + (-0x1) * v1))) + ((-0x1) * v0 + (-0x1) * (v1 & ~ ((-0x1) * ~ (v1 | ~ v1)))))))))	0x2 * v0 + 0x2 * v1 + (-0x1) * (v0 + v1 & v0 + v1 + ((-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1) & (-0x1) * v0 + (-0x1) * v1) + (v0 + v1 & (-0x1) * v0 + (-0x1) * v1)) + ((-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1) & (-0x1) * v0 + (-0x1) * v1) + (v0 + v1 & (-0x1) * v0 + (-0x1) * v1)	(v0) + (v1)	(v0) + (v1)	v0 + v1
loki_tiny.csv	7246	p9l	p9l_base	required_p9l_loki_tiny_csv_7246	diagnostic_p9l_base_loki_tiny_csv_7246	66	31	31	3	3	2a5450f512760dc2	cce29d160f434d4c	cce29d160f434d4c	4ccc852f0e53a6dc	4ccc852f0e53a6dc	bf426e9229c00ba1	7ae0562ec010e79d	~ (~ ((v0 | v0 & (~ v0 ^ ~ (v0 | ~ v0))) & v1) & ~ ((-0x1) * ~ ((v0 | v0 & (~ v0 ^ ~ (v0 | ~ v0))) & v1) & ~ ((v0 | v0 & (~ v0 ^ ~ (v0 | ~ v0))) & v1) + ~ ((v0 | v0 & (~ v0 ^ ~ (v0 | ~ v0))) & v1)))	(-0x1) * (v0 & v1 & 0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1)) + (v0 & v1) + (0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1))	(-0x1) * (v0 & v1 & 0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1)) + (v0 & v1) + (0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1))	v0 & v1	v0 & v1
loki_tiny.csv	7492	p9l	p9l_base	required_p9l_loki_tiny_csv_7492	diagnostic_p9l_base_loki_tiny_csv_7492	27	29	29	3	3	dd5730c181d51c67	6ad6496312b8d2ea	6ad6496312b8d2ea	4ccc852f0e53a6dc	4ccc852f0e53a6dc	2f025322be0364fe	8d95c600c1cf7f73	~ (~ v0 | v1 ^ v1 + ~ (v1 & ~ ((-0x1) * v1 & (-0x1) * v1 + (-0x1) * (v1 & (v1 | (v1 | ~ v1))))))	v0 + 0x2 * (v0 & v1 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1)) + (-0x1) * (v0 & v1) + (-0x1) * (v0 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1))	v0 + 0x2 * (v0 & v1 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1)) + (-0x1) * (v0 & v1) + (-0x1) * (v0 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1))	v0 & v1	v0 & v1
loki_tiny.csv	8173	p9l	p9l_base	required_p9l_loki_tiny_csv_8173	diagnostic_p9l_base_loki_tiny_csv_8173	61	16	16	3	3	02dd1d0d53179382	045187b6b31666af	045187b6b31666af	4ccc852f0e53a6dc	4ccc852f0e53a6dc	7d9ce84363325b11	0a035ad2fbbd3e5e	~ (((v0 & v1 ^ v1) + ~ (~ ((v0 & v1 ^ v1) + ~ (v0 & v1 ^ v1) & (-0x1) * v1))) + ((v0 & v1 ^ v1) + (-0x1) * v1) & ((v0 & v1 ^ v1) ^ ~ ((-0x1) * v1 | ~ ((-0x1) * v1))) + (-0x1) * v1 | ~ ((-0x1) * ((v0 & v1 ^ v1) + (-0x1) * v1)))	(-0x1) * (v0 & v1 & (-0x2) * (v0 & v1) & (-0x1) * (v0 & v1)) + (v0 & v1)	(-0x1) * (v0 & v1 & (-0x2) * (v0 & v1) & (-0x1) * (v0 & v1)) + (v0 & v1)	v0 & v1	v0 & v1
loki_tiny.csv	8341	p9l	p9l_base	required_p9l_loki_tiny_csv_8341	diagnostic_p9l_base_loki_tiny_csv_8341	50	12	12	3	3	3abdad425058dea0	b0eb3583a75fd613	b0eb3583a75fd613	4ccc852f0e53a6dc	4ccc852f0e53a6dc	52950706313fae09	0d1322b3ed749942	~ (~ (v0 & (v0 ^ ~ v0)) | ~ (v1 & ~ (~ ((-0x1) * v1 & (-0x1) * v1 + (-0x1) * v1) ^ ~ (~ (~ ((-0x1) * v1 & (-0x1) * v1 + (-0x1) * v1)) & ~ ((-0x1) * v1 & (-0x1) * v1 + ((-0x1) * v1 ^ ~ (v1 ^ ~ v1)))))))	(-0x1) * (v0 & v1 & (-0x2) * v1 & (-0x1) * v1) + (v0 & v1)	(-0x1) * (v0 & v1 & (-0x2) * v1 & (-0x1) * v1) + (v0 & v1)	v0 & v1	v0 & v1
loki_tiny.csv	8584	p9l	p9l_base	required_p9l_loki_tiny_csv_8584	diagnostic_p9l_base_loki_tiny_csv_8584	84	36	36	3	3	038e13d1381b8eb2	085f8e0123b37323	085f8e0123b37323	4ccc852f0e53a6dc	4ccc852f0e53a6dc	1ca6d7ada5a7360f	f98e729d5e48321a	(-0x1) * (~ (v0 & v1 | ~ v1 ^ v1 & ~ (~ v1 ^ ~ (v1 & ~ v1))) & ~ ((-0x1) * ~ (v0 & v1 | ~ v1 ^ v1 & ~ (~ v1 ^ ~ (v1 & ~ v1))) & ~ (v0 & v1 | ~ v1 ^ v1 & ~ (~ v1 ^ ~ (v1 & ~ v1))) + ~ (v0 & v1 | ~ v1 ^ v1 & ~ (~ v1 ^ ~ (v1 & ~ v1))))) + v1	(-0x1) * (v0 & v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1)) + (v0 & v1) + (v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1))	(-0x1) * (v0 & v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1)) + (v0 & v1) + (v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1))	v0 & v1	v0 & v1
loki_tiny.csv	8982	p9l	p9l_base	required_p9l_loki_tiny_csv_8982	diagnostic_p9l_base_loki_tiny_csv_8982	43	42	42	3	3	b285834185a50ae7	e8f10dc0115bccec	e8f10dc0115bccec	4ccc852f0e53a6dc	4ccc852f0e53a6dc	7dff34dfec77f4fa	236a04867e5123c5	v0 & ~ (v0 + v1 & ~ (v0 + v1) | ~ ((v0 + v1) + ((-0x1) * (v0 + v1) + ((v0 + v1 | (v0 + v1 | (-0x1) * (v0 | v1)) + (v0 | v1)) + (-0x1) * (v0 | v1)))))	v0 & v0 + v1 + (-0x1) * (v0 + v1 & v0 + v1 + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1)	v0 & v0 + v1 + (-0x1) * (v0 + v1 & v0 + v1 + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1)	v0 & v1	v0 & v1
loki_tiny.csv	9594	p9l	p9l_base	required_p9l_loki_tiny_csv_9594	diagnostic_p9l_base_loki_tiny_csv_9594	48	18	18	3	3	14e170dfda156727	72a40252251857bc	72a40252251857bc	4ccc852f0e53a6dc	4ccc852f0e53a6dc	e6dc5bf6ac8406ea	661105afd0f4b459	~ (~ ((~ (~ (v0 & (~ v0 | v1)) | ~ v1) | ~ v1) + (-0x1) * ((v0 & v1 | ~ v1) + (-0x1) * ((v0 & v1 | ~ v1) ^ ~ v1))) & v1) ^ ~ (v1 & ~ ((-0x1) * v1 & v1 + v1))	(-0x2) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1) + (v1 & 0x2 * v1 & (-0x1) * v1)	(-0x2) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1) + (v1 & 0x2 * v1 & (-0x1) * v1)	v0 & v1	v0 & v1
loki_tiny.csv	9810	p9l	p9l_base	required_p9l_loki_tiny_csv_9810	diagnostic_p9l_base_loki_tiny_csv_9810	91	12	12	3	3	4902c6d8cd26a8d2	2405651caae1ef86	2405651caae1ef86	4ccc852f0e53a6dc	4ccc852f0e53a6dc	102fa85a557d6413	b4e0b0f068928e63	~ (~ (~ (~ (~ (~ ((v0 ^ ~ v0) + (-0x1) * (v0 ^ v1)) & v1) & ~ (~ ((v0 ^ v1) & v1))) + (-0x1) * ~ (~ ((v0 ^ v1) & v1))) ^ ~ ((-0x1) * ~ (~ (~ (~ ((v0 ^ ~ v0) + (-0x1) * (v0 ^ v1)) & v1) & ~ (~ ((v0 ^ v1) & v1))) + (-0x1) * ~ (~ ((v0 ^ v1) & v1))) & ~ (v1 & ~ ((-0x1) * v1 & v1 + v1)))) | ~ (v1 & ~ ((-0x1) * v1 & v1 + v1)))	(-0x1) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1)	(-0x1) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1)	v0 & v1	v0 & v1
loki_tiny.csv	11431	p9l	p9l_base	required_p9l_loki_tiny_csv_11431	diagnostic_p9l_base_loki_tiny_csv_11431	24	61	61	7	7	2d66055e64418b2c	99cb1a2ad730d671	99cb1a2ad730d671	22845ff142c4aa6c	22845ff142c4aa6c	8428063c5c8350a3	f10f59afaa8e8f80	((v0 | v1) + v1 & (-0x1) * ((v0 | v1) + v1 & (-0x1) * ((v0 | v1) + v1))) + (-0x1) * v1 | v1	(-0x1) * (v1 & (-0x1) * v1 + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))) + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))	(-0x1) * (v1 & (-0x1) * v1 + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))) + ((-0x1) * (v0 + 0x2 * v1 + (-0x1) * (v0 & v1) & (-0x2) * v1 + (-0x1) * v0 + (v0 & v1)) & v0 + 0x2 * v1 + (-0x1) * (v0 & v1))	v0 + v1 + (-0x1) * (v0 & v1)	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	12529	p9l	p9l_base	required_p9l_loki_tiny_csv_12529	diagnostic_p9l_base_loki_tiny_csv_12529	34	500	500	7	7	b101615a7c438321	8a12b280d0831f58	8a12b280d0831f58	22845ff142c4aa6c	22845ff142c4aa6c	af1788275639d104	c11f6916d5131763	~ (~ (~ (v0 + ~ v0) + (~ (v0 | v1) & (v0 | v1) + (v0 | v1) | (-0x1) * (v0 | v1))) + (-0x1) * (v0 | v1)) | (v0 | v1)	0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v0 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))	0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v0 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v1 & (-0x1) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 + (-0x1) * (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1)) + (0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))	v0 + v1 + (-0x1) * (v0 & v1)	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	12689	p9l	p9l_base	required_p9l_loki_tiny_csv_12689	diagnostic_p9l_base_loki_tiny_csv_12689	78	145	145	7	7	3b3e4e19515091ae	f1c0ed5ba99047a4	f1c0ed5ba99047a4	22845ff142c4aa6c	22845ff142c4aa6c	300a8ad773e90dd5	f3e49a2a19e73887	((v0 & (-0x1) * v0 | (v0 & (-0x1) * v0) & ~ (~ (v0 | v1) | ~ ((-0x1) * ~ (v0 | v1)) & ~ (v0 | v1) + ~ (v0 | v1))) | ~ (~ (v0 | v1) | ~ ((-0x1) * ~ (v0 | v1)) & ~ (v0 | v1) + ~ (v0 | v1))) | ~ (~ (v0 | v1) | ~ ((-0x1) * ~ (v0 | v1)) & ~ (v0 | v1) + ~ (v0 | v1))	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x1) * v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & (-0x1) * v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1)	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x1) * v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (-0x1) * (v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v1 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & (-0x1) * v0 & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v0 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1) + (v1 & v0 + v1 + 0x1 + (-0x1) * (v0 & v1) & (-0x2) + 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1)	v0 + v1 + (-0x1) * (v0 & v1)	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	13078	p9l	p9l_base	required_p9l_loki_tiny_csv_13078	diagnostic_p9l_base_loki_tiny_csv_13078	55	45	45	7	7	f61d2dc1deafbd23	a055f0cecbbdbbdc	a055f0cecbbdbbdc	22845ff142c4aa6c	22845ff142c4aa6c	e2ba483b2cb152ae	64f7628ef21cb93f	v0 | ((-0x1) * ~ (~ (v0 & ~ v0) & v1) & ~ (~ (v0 & ~ v0) & v1) + ~ (~ (v0 & ~ (v0 | ~ ((-0x1) * v0 + (v0 ^ ~ v0)))) & v1) | ~ (~ (~ (v0 & ~ (v0 & ((-0x1) * v0 | ~ ((-0x1) * v0)))) & v1)))	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (-0x1) * (v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v0 & v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v1 + 0x1 & (-0x2) + (-0x2) * v1)	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (-0x1) * (v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v0 & v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v1 + 0x1 & (-0x2) + (-0x2) * v1)	v0 + v1 + (-0x1) * (v0 & v1)	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	13174	p9l	p9l_base	required_p9l_loki_tiny_csv_13174	diagnostic_p9l_base_loki_tiny_csv_13174	49	48	48	7	7	f8189a9c5865a4c2	40c3d6831dca013e	40c3d6831dca013e	22845ff142c4aa6c	22845ff142c4aa6c	6d03434ed72127b3	bb2e2166b22161ed	~ (~ (v0 | ~ (~ (~ ((~ v0 ^ v0 + (-0x1) * (v0 + (-0x1) * ~ v0)) & v0 + (-0x1) * (v0 + (-0x1) * ~ v0)) & v0 + (-0x1) * (v0 + ((-0x1) * ~ v0 | v0 & ~ v0 + ~ v0))))) | ~ (v0 | v1))	v0 + (-0x1) * (v0 & v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0)) + (v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0))	v0 + (-0x1) * (v0 & v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0)) + (v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0))	v0 + v1 + (-0x1) * (v0 & v1)	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	13238	p7e	p9l_base	required_p7e_loki_tiny_csv_13238	diagnostic_p9l_base_loki_tiny_csv_13238	92	27	9	9	7	67441f2950002beb	54e9d8b2837362ea	21feb9deab5d4a5a	21feb9deab5d4a5a	22845ff142c4aa6c	36dfda161dd304a8	d2f6791a609549b5	((-0x1) * ~ ((-0x1) * v0 | (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & (-0x1) * ~ v1)) + (v0 ^ (-0x1) * ((-0x1) * ~ v0 + ~ (v0 | ~ v1)))) + ((-0x1) * ((-0x1) * ~ ((-0x1) * v0 | (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & (-0x1) * ~ v1)) + (v0 ^ (-0x1) * ((-0x1) * ~ v0 + ~ (v0 | ~ v1)))) + ((-0x1) * (((-0x1) * ~ ((-0x1) * v0 | (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & (-0x1) * ~ v1)) + (v0 ^ (-0x1) * ((-0x1) * ~ v0 + ~ (v0 | ~ v1)))) + v1) + v1))	v1 + 0x2 * v0 + (-0x1) * (v0 & v1) + ((-0x1) * v0 & v1 + 0x1) + ((-0x1) * v0 & (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & v1 + 0x1))	(v0) + (v1) + (-0x1) * (v0 & v1)	(v0) + (v1) + (-0x1) * (v0 & v1)	v0 + v1 + (-0x1) * (v0 & v1)
