dataset	line	edge_index	edge_id	from_stage	to_stage	left_hash	right_hash	pair_hash	residual_hash	left_nodes	right_nodes	left	right
loki_tiny.csv	4310	1	edge1_ordinary_p7e_loki_tiny_csv_4310	ordinary	p7e	e25521ba6d4f93ba	e25521ba6d4f93ba	ae5f008576b657db	d10b312c270651a4	70	70	0x1 + 0x2 * v0 + (-0x1) * (v1 & (-0x1) * v1) + (-0x1) * (v1 & (-0x1) + (-0x2) * v1) + (-0x1) * ((-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 + (-0x1) + (-0x1) * v0 + (-0x1) * (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1) + (v1 & (-0x1) + (-0x2) * v1) + ((-0x1) * v1 & (-0x1) + (-0x2) * v1) & (-0x1) + (-0x1) * v0 + (-0x1) * v1)	0x1 + 0x2 * v0 + (-0x1) * (v1 & (-0x1) * v1) + (-0x1) * (v1 & (-0x1) + (-0x2) * v1) + (-0x1) * ((-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 + (-0x1) + (-0x1) * v0 + (-0x1) * (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1) + (v1 & (-0x1) + (-0x2) * v1) + ((-0x1) * v1 & (-0x1) + (-0x2) * v1) & (-0x1) + (-0x1) * v0 + (-0x1) * v1)
loki_tiny.csv	4310	2	edge2_p9l_loki_tiny_csv_4310	p7e	retained	e25521ba6d4f93ba	536a9b6c358c7562	ccf86fca23487409	1a920a8f33bfe554	70	3	0x1 + 0x2 * v0 + (-0x1) * (v1 & (-0x1) * v1) + (-0x1) * (v1 & (-0x1) + (-0x2) * v1) + (-0x1) * ((-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 + (-0x1) + (-0x1) * v0 + (-0x1) * (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1) + (v1 & (-0x1) + (-0x2) * v1) + ((-0x1) * v1 & (-0x1) + (-0x2) * v1) & (-0x1) + (-0x1) * v0 + (-0x1) * v1)	v0 + v1
loki_tiny.csv	4549	0	edge0_source_ordinary_loki_tiny_csv_4549	source	ordinary	79c24b7db36c856b	5d696029f350dd32	595613e51fa31588	d37e0c5033039469	208	35	(-0x1) * ((-0x1) * v0 + (v0 + ~ (~ ((((v0 & (v0 | v0 + v1)) & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + ~ ((-0x1) * ((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1))) & (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + ~ ((-0x1) * ((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1)))) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + ~ ((-0x1) * ((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1))))) & (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + ~ ((-0x1) * ((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1)))))))	v0 + v1 + (-0x1) * (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1) + (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1 & (-0x1) * v0 + (-0x1) * v1)
loki_tiny.csv	4549	1	edge1_ordinary_p7e_loki_tiny_csv_4549	ordinary	p7e	5d696029f350dd32	5d696029f350dd32	62b9c50cc233b1b3	a7a6889a650b4e24	35	35	v0 + v1 + (-0x1) * (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1) + (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1 & (-0x1) * v0 + (-0x1) * v1)	v0 + v1 + (-0x1) * (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1) + (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1 & (-0x1) * v0 + (-0x1) * v1)
loki_tiny.csv	4549	2	edge2_p9l_loki_tiny_csv_4549	p7e	retained	5d696029f350dd32	536a9b6c358c7562	1ee2486471455269	6e390e23c87baf2c	35	3	v0 + v1 + (-0x1) * (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1) + (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1 & (-0x1) * v0 + (-0x1) * v1)	v0 + v1
loki_tiny.csv	4581	0	edge0_source_ordinary_loki_tiny_csv_4581	source	ordinary	51e69a47c72e2179	40d0d2a40d48a266	fb880a79be5c4266	387bce1153b5d147	41	62	v0 + (((-0x1) * v0 ^ ((-0x1) * v0 & (~ (~ ((-0x1) * v0 | ~ (~ (v0 & (-0x1) * v0 + (v0 + v0))) + v1) + (v0 + v1)) | v0 + v1) ^ v1)) ^ ~ (v0 + ~ v0))	v0 + v1 + 0x2 * (v1 & (-0x1) * v0 & v0 + v1 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1)) + (-0x2) * (v1 & (-0x1) * v0 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1)) + (-0x1) * ((-0x1) * v0 & v0 + v1 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1)) + ((-0x1) * v0 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1))
loki_tiny.csv	4581	1	edge1_ordinary_p7e_loki_tiny_csv_4581	ordinary	p7e	40d0d2a40d48a266	3d54a8dc81ba06e8	ea1c61b5ee6d2f1d	2c956efe0ba8370e	62	5	v0 + v1 + 0x2 * (v1 & (-0x1) * v0 & v0 + v1 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1)) + (-0x2) * (v1 & (-0x1) * v0 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1)) + (-0x1) * ((-0x1) * v0 & v0 + v1 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1)) + ((-0x1) * v0 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1))	(v0) + (v1)
loki_tiny.csv	4581	2	edge2_p7e_loki_tiny_csv_4581	p7e	retained	3d54a8dc81ba06e8	3d54a8dc81ba06e8	20f211d397d25cbd	e410c4e78824d2e6	5	5	(v0) + (v1)	(v0) + (v1)
loki_tiny.csv	4583	0	edge0_source_ordinary_loki_tiny_csv_4583	source	ordinary	06b8b88f500a5055	47ba2b8f3ae47056	e8f8d98313ba3ede	d53929ee0226f7a3	58	52	~ (~ (v0 + ((-0x1) * ((v0 | ~ (v0 | v1) ^ v1) + (-0x1) * v1) + v1)) & ~ (v1 + (-0x1) * ~ v1 & ~ (v1 + (-0x1) * ~ v1 & (-0x1) * ~ (~ ((-0x1) * (v1 + (-0x1) * ~ v1) & v1 + ~ (v1 + (~ ((-0x1) * ~ v1) + (-0x1) * v1))))))) + ~ v1	v0 + 0x1 + 0x3 * v1 + (-0x1) * ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & 0x1 + 0x2 * v1) + (-0x1) * (v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1) + ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1)
loki_tiny.csv	4583	1	edge1_ordinary_p7e_loki_tiny_csv_4583	ordinary	p7e	47ba2b8f3ae47056	47ba2b8f3ae47056	44affee863854b4d	8f91d04659973c8a	52	52	v0 + 0x1 + 0x3 * v1 + (-0x1) * ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & 0x1 + 0x2 * v1) + (-0x1) * (v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1) + ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1)	v0 + 0x1 + 0x3 * v1 + (-0x1) * ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & 0x1 + 0x2 * v1) + (-0x1) * (v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1) + ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1)
loki_tiny.csv	4583	2	edge2_p9l_loki_tiny_csv_4583	p7e	retained	47ba2b8f3ae47056	536a9b6c358c7562	cfd6188ac467769d	f477377968ad6b42	52	3	v0 + 0x1 + 0x3 * v1 + (-0x1) * ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & 0x1 + 0x2 * v1) + (-0x1) * (v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1) + ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1)	v0 + v1
loki_tiny.csv	4752	0	edge0_source_ordinary_loki_tiny_csv_4752	source	ordinary	611045838a2e32e2	926f92ba0a92f553	02d050ecf3f4ced2	5f70213bdf6d1be3	77	46	((-0x1) * ((-0x1) * ~ (~ ((-0x1) * (~ ((-0x1) * v0 + ~ v1) ^ ~ ((-0x1) * v0 + ~ v1 & ~ ((-0x1) * v0 + ~ v1))) | (-0x1) * (v0 ^ ~ v0))) & ~ (~ ((-0x1) * ((-0x1) * v0 + ~ v1) | (-0x1) * (v0 ^ (v0 ^ (v0 ^ ~ v0)))))) & ((-0x1) * ((-0x1) * v0 + ~ v1) & ~ (~ ((-0x1) * ((-0x1) * v0 + ~ v1) | (-0x1) * (v0 ^ ~ v0))))) + (v0 ^ ~ v0)	(-0x1) + (v0 + v1 + 0x1 & 0x2 * (v0 & v1 & 0x1) + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1) + (-0x1) * (v0 + v1 + 0x1 & (-0x1) + 0x2 * (v0 & v1 & 0x1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1)))
loki_tiny.csv	4752	1	edge1_ordinary_p7e_loki_tiny_csv_4752	ordinary	p7e	926f92ba0a92f553	926f92ba0a92f553	73c5b1dbc96be325	8dbf3008a4f7beda	46	46	(-0x1) + (v0 + v1 + 0x1 & 0x2 * (v0 & v1 & 0x1) + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1) + (-0x1) * (v0 + v1 + 0x1 & (-0x1) + 0x2 * (v0 & v1 & 0x1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1)))	(-0x1) + (v0 + v1 + 0x1 & 0x2 * (v0 & v1 & 0x1) + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1) + (-0x1) * (v0 + v1 + 0x1 & (-0x1) + 0x2 * (v0 & v1 & 0x1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1)))
loki_tiny.csv	4752	2	edge2_p9l_loki_tiny_csv_4752	p7e	retained	926f92ba0a92f553	536a9b6c358c7562	39ab454963d85988	98b306d93c46f0f5	46	3	(-0x1) + (v0 + v1 + 0x1 & 0x2 * (v0 & v1 & 0x1) + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1) + (-0x1) * (v0 + v1 + 0x1 & (-0x1) + 0x2 * (v0 & v1 & 0x1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1)))	v0 + v1
loki_tiny.csv	4900	0	edge0_source_ordinary_loki_tiny_csv_4900	source	ordinary	c8886ee4f084e9cf	f2f2563b5f90027e	8f98cd3a2b304e42	e66d728e6e38c0a9	64	21	(-0x1) * (((-0x1) * (v0 | v0 & v1) + (-0x1) * (~ (~ ((-0x1) * (v0 | v0 & v1)) & ((-0x1) * (v0 | v0 & v1) ^ ~ ((-0x1) * (v0 | v0 & v1)))) & (-0x1) * v1) | (-0x1) * ((v0 ^ ~ (v0 & v1)) ^ ~ (v0 & v1) + ((v0 & v1) & ~ (v0 & v1)) | v0 & v1)) + (-0x1) * v1)	v1 + 0x2 * v0 + ((-0x1) * v0 & (-0x1) * v1) + ((-0x1) * v0 & (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & (-0x1) * v1))
loki_tiny.csv	4900	1	edge1_ordinary_p7e_loki_tiny_csv_4900	ordinary	p7e	f2f2563b5f90027e	3d54a8dc81ba06e8	42783a03ab6cdfa3	56365fa19b020234	21	5	v1 + 0x2 * v0 + ((-0x1) * v0 & (-0x1) * v1) + ((-0x1) * v0 & (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & (-0x1) * v1))	(v0) + (v1)
loki_tiny.csv	4900	2	edge2_p7e_loki_tiny_csv_4900	p7e	retained	3d54a8dc81ba06e8	3d54a8dc81ba06e8	20f211d397d25cbd	e410c4e78824d2e6	5	5	(v0) + (v1)	(v0) + (v1)
loki_tiny.csv	4917	0	edge0_source_ordinary_loki_tiny_csv_4917	source	ordinary	2029cd4582cbd778	c4b20b9cf1330761	e9656427a9b4bc40	bd0443392c74a77b	96	63	v0 ^ (v0 ^ ((-0x1) * ((-0x1) * v0 + (-0x1) * v1) | (-0x1) * ((-0x1) * v0 + (-0x1) * v1 | ~ ((-0x1) * ((-0x1) * v0 + (-0x1) * v1) & ~ ((-0x1) * v0 + (-0x1) * v1 & (-0x1) * ((-0x1) * v0 + (-0x1) * v1))) ^ ((-0x1) * ((-0x1) * v0 + (-0x1) * v1) & ~ ((-0x1) * v0 + (-0x1) * v1 & (-0x1) * ((-0x1) * v0 + (-0x1) * v1)) ^ ~ (((-0x1) * ((-0x1) * v0 + (-0x1) * v1) & ~ ((-0x1) * v0 + (-0x1) * v1 & (-0x1) * ((-0x1) * v0 + (-0x1) * v1))) + ((-0x1) * v0 + (-0x1) * (v1 & ~ ((-0x1) * ~ (v1 | ~ v1)))))))))	0x2 * v0 + 0x2 * v1 + (-0x1) * (v0 + v1 & v0 + v1 + ((-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1) & (-0x1) * v0 + (-0x1) * v1) + (v0 + v1 & (-0x1) * v0 + (-0x1) * v1)) + ((-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1) & (-0x1) * v0 + (-0x1) * v1) + (v0 + v1 & (-0x1) * v0 + (-0x1) * v1)
loki_tiny.csv	4917	1	edge1_ordinary_p7e_loki_tiny_csv_4917	ordinary	p7e	c4b20b9cf1330761	3d54a8dc81ba06e8	c4a5dc0ed1c435a2	59d6f82af01eb44d	63	5	0x2 * v0 + 0x2 * v1 + (-0x1) * (v0 + v1 & v0 + v1 + ((-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1) & (-0x1) * v0 + (-0x1) * v1) + (v0 + v1 & (-0x1) * v0 + (-0x1) * v1)) + ((-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1) & (-0x1) * v0 + (-0x1) * v1) + (v0 + v1 & (-0x1) * v0 + (-0x1) * v1)	(v0) + (v1)
loki_tiny.csv	4917	2	edge2_p7e_loki_tiny_csv_4917	p7e	retained	3d54a8dc81ba06e8	3d54a8dc81ba06e8	20f211d397d25cbd	e410c4e78824d2e6	5	5	(v0) + (v1)	(v0) + (v1)
loki_tiny.csv	7246	0	edge0_source_ordinary_loki_tiny_csv_7246	source	ordinary	2a5450f512760dc2	cce29d160f434d4c	46bf38a2fc8518c5	74e037756b112a5e	66	31	~ (~ ((v0 | v0 & (~ v0 ^ ~ (v0 | ~ v0))) & v1) & ~ ((-0x1) * ~ ((v0 | v0 & (~ v0 ^ ~ (v0 | ~ v0))) & v1) & ~ ((v0 | v0 & (~ v0 ^ ~ (v0 | ~ v0))) & v1) + ~ ((v0 | v0 & (~ v0 ^ ~ (v0 | ~ v0))) & v1)))	(-0x1) * (v0 & v1 & 0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1)) + (v0 & v1) + (0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1))
loki_tiny.csv	7246	1	edge1_ordinary_p7e_loki_tiny_csv_7246	ordinary	p7e	cce29d160f434d4c	cce29d160f434d4c	189b55088fc1b697	4cc8953a6a584dc8	31	31	(-0x1) * (v0 & v1 & 0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1)) + (v0 & v1) + (0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1))	(-0x1) * (v0 & v1 & 0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1)) + (v0 & v1) + (0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1))
loki_tiny.csv	7246	2	edge2_p9l_loki_tiny_csv_7246	p7e	retained	cce29d160f434d4c	4ccc852f0e53a6dc	7ae0562ec010e79d	c0866f9d14a91e6c	31	3	(-0x1) * (v0 & v1 & 0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1)) + (v0 & v1) + (0x1 + (v0 & v1) & (-0x2) + (-0x2) * (v0 & v1))	v0 & v1
loki_tiny.csv	7492	0	edge0_source_ordinary_loki_tiny_csv_7492	source	ordinary	dd5730c181d51c67	6ad6496312b8d2ea	6ccb9fa4e2113e58	8b9cce9891f72d7d	27	29	~ (~ v0 | v1 ^ v1 + ~ (v1 & ~ ((-0x1) * v1 & (-0x1) * v1 + (-0x1) * (v1 & (v1 | (v1 | ~ v1))))))	v0 + 0x2 * (v0 & v1 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1)) + (-0x1) * (v0 & v1) + (-0x1) * (v0 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1))
loki_tiny.csv	7492	1	edge1_ordinary_p7e_loki_tiny_csv_7492	ordinary	p7e	6ad6496312b8d2ea	6ad6496312b8d2ea	36c92a08d9aeee07	75d9e66ef1dbf380	29	29	v0 + 0x2 * (v0 & v1 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1)) + (-0x1) * (v0 & v1) + (-0x1) * (v0 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1))	v0 + 0x2 * (v0 & v1 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1)) + (-0x1) * (v0 & v1) + (-0x1) * (v0 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1))
loki_tiny.csv	7492	2	edge2_p9l_loki_tiny_csv_7492	p7e	retained	6ad6496312b8d2ea	4ccc852f0e53a6dc	8d95c600c1cf7f73	3431dcab34025a42	29	3	v0 + 0x2 * (v0 & v1 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1)) + (-0x1) * (v0 & v1) + (-0x1) * (v0 & (-0x1) + (v1 & (-0x2) * v1 & (-0x1) * v1))	v0 & v1
loki_tiny.csv	8173	0	edge0_source_ordinary_loki_tiny_csv_8173	source	ordinary	02dd1d0d53179382	045187b6b31666af	235b4623ef2edab4	83ff55c81f7f35dd	61	16	~ (((v0 & v1 ^ v1) + ~ (~ ((v0 & v1 ^ v1) + ~ (v0 & v1 ^ v1) & (-0x1) * v1))) + ((v0 & v1 ^ v1) + (-0x1) * v1) & ((v0 & v1 ^ v1) ^ ~ ((-0x1) * v1 | ~ ((-0x1) * v1))) + (-0x1) * v1 | ~ ((-0x1) * ((v0 & v1 ^ v1) + (-0x1) * v1)))	(-0x1) * (v0 & v1 & (-0x2) * (v0 & v1) & (-0x1) * (v0 & v1)) + (v0 & v1)
loki_tiny.csv	8173	1	edge1_ordinary_p7e_loki_tiny_csv_8173	ordinary	p7e	045187b6b31666af	045187b6b31666af	32e53ba4d53a3c05	69013a2f2d1a409a	16	16	(-0x1) * (v0 & v1 & (-0x2) * (v0 & v1) & (-0x1) * (v0 & v1)) + (v0 & v1)	(-0x1) * (v0 & v1 & (-0x2) * (v0 & v1) & (-0x1) * (v0 & v1)) + (v0 & v1)
loki_tiny.csv	8173	2	edge2_p9l_loki_tiny_csv_8173	p7e	retained	045187b6b31666af	4ccc852f0e53a6dc	0a035ad2fbbd3e5e	250dc2502ebcd07b	16	3	(-0x1) * (v0 & v1 & (-0x2) * (v0 & v1) & (-0x1) * (v0 & v1)) + (v0 & v1)	v0 & v1
loki_tiny.csv	8341	0	edge0_source_ordinary_loki_tiny_csv_8341	source	ordinary	3abdad425058dea0	b0eb3583a75fd613	2995c7828b5448da	79525788fdc6b371	50	12	~ (~ (v0 & (v0 ^ ~ v0)) | ~ (v1 & ~ (~ ((-0x1) * v1 & (-0x1) * v1 + (-0x1) * v1) ^ ~ (~ (~ ((-0x1) * v1 & (-0x1) * v1 + (-0x1) * v1)) & ~ ((-0x1) * v1 & (-0x1) * v1 + ((-0x1) * v1 ^ ~ (v1 ^ ~ v1)))))))	(-0x1) * (v0 & v1 & (-0x2) * v1 & (-0x1) * v1) + (v0 & v1)
loki_tiny.csv	8341	1	edge1_ordinary_p7e_loki_tiny_csv_8341	ordinary	p7e	b0eb3583a75fd613	b0eb3583a75fd613	d2e7daf6613056f5	b1ec78238ade400a	12	12	(-0x1) * (v0 & v1 & (-0x2) * v1 & (-0x1) * v1) + (v0 & v1)	(-0x1) * (v0 & v1 & (-0x2) * v1 & (-0x1) * v1) + (v0 & v1)
loki_tiny.csv	8341	2	edge2_p9l_loki_tiny_csv_8341	p7e	retained	b0eb3583a75fd613	4ccc852f0e53a6dc	0d1322b3ed749942	78c5fa760670a6bb	12	3	(-0x1) * (v0 & v1 & (-0x2) * v1 & (-0x1) * v1) + (v0 & v1)	v0 & v1
loki_tiny.csv	8584	0	edge0_source_ordinary_loki_tiny_csv_8584	source	ordinary	038e13d1381b8eb2	085f8e0123b37323	0b691e07c71a3636	d13f2c4fad30cd2b	84	36	(-0x1) * (~ (v0 & v1 | ~ v1 ^ v1 & ~ (~ v1 ^ ~ (v1 & ~ v1))) & ~ ((-0x1) * ~ (v0 & v1 | ~ v1 ^ v1 & ~ (~ v1 ^ ~ (v1 & ~ v1))) & ~ (v0 & v1 | ~ v1 ^ v1 & ~ (~ v1 ^ ~ (v1 & ~ v1))) + ~ (v0 & v1 | ~ v1 ^ v1 & ~ (~ v1 ^ ~ (v1 & ~ v1))))) + v1	(-0x1) * (v0 & v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1)) + (v0 & v1) + (v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1))
loki_tiny.csv	8584	1	edge1_ordinary_p7e_loki_tiny_csv_8584	ordinary	p7e	085f8e0123b37323	085f8e0123b37323	9a2eab275af7d5cd	d97faaf788178fe2	36	36	(-0x1) * (v0 & v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1)) + (v0 & v1) + (v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1))	(-0x1) * (v0 & v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1)) + (v0 & v1) + (v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1))
loki_tiny.csv	8584	2	edge2_p9l_loki_tiny_csv_8584	p7e	retained	085f8e0123b37323	4ccc852f0e53a6dc	f98e729d5e48321a	5cdb148f4ff2e423	36	3	(-0x1) * (v0 & v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1)) + (v0 & v1) + (v1 & 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v1 + (v0 & v1))	v0 & v1
loki_tiny.csv	8982	0	edge0_source_ordinary_loki_tiny_csv_8982	source	ordinary	b285834185a50ae7	e8f10dc0115bccec	ace70659f9957ca4	1e7e4ac0a2a85149	43	42	v0 & ~ (v0 + v1 & ~ (v0 + v1) | ~ ((v0 + v1) + ((-0x1) * (v0 + v1) + ((v0 + v1 | (v0 + v1 | (-0x1) * (v0 | v1)) + (v0 | v1)) + (-0x1) * (v0 | v1)))))	v0 & v0 + v1 + (-0x1) * (v0 + v1 & v0 + v1 + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1)
loki_tiny.csv	8982	1	edge1_ordinary_p7e_loki_tiny_csv_8982	ordinary	p7e	e8f10dc0115bccec	e8f10dc0115bccec	c3d553a1470af6c7	15c4ff36a2c05958	42	42	v0 & v0 + v1 + (-0x1) * (v0 + v1 & v0 + v1 + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1)	v0 & v0 + v1 + (-0x1) * (v0 + v1 & v0 + v1 + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1)
loki_tiny.csv	8982	2	edge2_p9l_loki_tiny_csv_8982	p7e	retained	e8f10dc0115bccec	4ccc852f0e53a6dc	236a04867e5123c5	fb2f5c7f32a74f64	42	3	v0 & v0 + v1 + (-0x1) * (v0 + v1 & v0 + v1 + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))) + (-0x1) * (v0 + v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1)	v0 & v1
loki_tiny.csv	9594	0	edge0_source_ordinary_loki_tiny_csv_9594	source	ordinary	14e170dfda156727	72a40252251857bc	16fd4dd5e64908d2	d71962dcdde92307	48	18	~ (~ ((~ (~ (v0 & (~ v0 | v1)) | ~ v1) | ~ v1) + (-0x1) * ((v0 & v1 | ~ v1) + (-0x1) * ((v0 & v1 | ~ v1) ^ ~ v1))) & v1) ^ ~ (v1 & ~ ((-0x1) * v1 & v1 + v1))	(-0x2) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1) + (v1 & 0x2 * v1 & (-0x1) * v1)
loki_tiny.csv	9594	1	edge1_ordinary_p7e_loki_tiny_csv_9594	ordinary	p7e	72a40252251857bc	72a40252251857bc	f0d37a609df8ca63	ea3ad52c853895c4	18	18	(-0x2) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1) + (v1 & 0x2 * v1 & (-0x1) * v1)	(-0x2) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1) + (v1 & 0x2 * v1 & (-0x1) * v1)
loki_tiny.csv	9594	2	edge2_p9l_loki_tiny_csv_9594	p7e	retained	72a40252251857bc	4ccc852f0e53a6dc	661105afd0f4b459	15d5a230734bac3c	18	3	(-0x2) * (v0 & v1 & 0x2 * v1 & (-0x1) * v1) + (v0 & v1) + (v1 & 0x2 * v1 & (-0x1) * v1)	v0 & v1
